Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,BuildingArea,YearBuilt
Eaglemont,2,u,600000,2,1,1,95,1970
Eaglemont,3,h,1601000,3,1,1,136,1960
Eaglemont,3,h,1100000,3,2,1,300,1988
Eaglemont,4,h,2550000,4,2,2,478,1970
Eaglemont,3,u,1190000,3,2,2,148,1975
Eaglemont,4,h,2012000,4,3,2,245,1940
Eaglemont,4,h,2309000,4,3,2,291,1960
Elsternwick,2,h,900000,2,1,2,110,1940
Elsternwick,3,h,1625000,3,2,2,181,1920
Elsternwick,2,h,906000,2,1,1,,
Elsternwick,4,h,1100000,4,2,0,159,1910
Elsternwick,2,u,930000,2,1,1,,
Elsternwick,3,h,1755000,3,2,1,173,1905
Elsternwick,4,h,1400000,4,1,1,150,1910
Elsternwick,3,u,1240000,3,2,2,123,1990
Elsternwick,2,u,700000,2,1,2,92,
Elsternwick,2,u,591000,2,1,1,62,2008
Elsternwick,2,u,537000,2,1,1,79,1970
Elsternwick,3,h,1805000,3,2,1,,
Elsternwick,3,h,800000,3,2,2,112,2010
Elsternwick,3,h,965000,3,1,2,119,1900
Elsternwick,2,h,1160000,2,2,2,137,2011
Elsternwick,3,t,820000,3,2,2,3,2002
Elsternwick,4,h,2600000,4,2,2,184,1880
Elsternwick,2,h,900000,2,1,1,,
Elsternwick,3,h,1390000,3,1,2,102,
Elsternwick,3,t,1071000,3,2,2,125,2000
Elsternwick,3,h,1800000,3,2,2,181,1905
Elsternwick,3,h,2345000,3,2,1,204,1908
Elsternwick,2,u,741000,3,1,1,1561,1966
Elsternwick,2,u,626000,2,1,1,100,1930
Elsternwick,3,h,2160000,3,1,1,185,
Elsternwick,4,h,3000000,4,2,2,204,
Elsternwick,3,h,1500000,3,2,0,,
Elsternwick,4,h,1650000,1,3,2,185,1913
Elsternwick,3,t,850000,3,2,2,142,2000
Elsternwick,3,h,1750000,3,2,2,207,1900
Elsternwick,3,h,1450000,3,1,2,108,1915
Elsternwick,4,h,2806000,4,3,2,255,1930
Elsternwick,3,u,782000,3,1,1,95,1970
Elsternwick,4,h,1007000,4,2,2,200,2000
Elsternwick,4,h,1450000,4,2,2,192,1917
Elsternwick,2,u,500000,1,1,1,59,2006
Elsternwick,4,h,2600000,5,3,2,273,1885
Elsternwick,2,h,895000,2,1,1,81,1915
Elsternwick,2,t,751000,2,2,1,,
Elsternwick,4,h,2050000,3,3,2,270,2016
Elsternwick,3,h,1605000,3,1,1,152,1890
Elsternwick,2,u,410000,0,0,0,,
Elsternwick,2,u,577000,2,1,0,,
Elwood,1,u,520000,1,1,1,51,1930
Elwood,3,t,1350000,3,2,2,,
Elwood,1,u,392500,1,1,0,,
Elwood,2,u,507000,2,1,1,79,1970
Elwood,2,u,525000,2,1,1,83,1960
Elwood,3,h,2116000,3,1,2,,
Elwood,2,u,750000,2,1,1,71,1930
Elwood,1,u,510000,1,1,1,60,2001
Elwood,2,u,599999,2,1,0,,
Elwood,1,u,300000,1,1,0,33,1930
Elwood,3,t,1395000,3,2,1,126,1996
Elwood,2,u,855000,2,1,1,85,1960
Elwood,2,u,1050000,2,2,2,,2009
Elwood,2,u,955000,2,1,1,,
Elwood,2,u,680000,2,1,1,,
Elwood,3,h,1911000,3,1,2,,1900
Elwood,2,u,790000,2,1,2,85,1940
Elwood,2,u,550000,2,1,1,68,1960
Elwood,1,u,357000,1,1,1,50,1965
Elwood,2,u,685000,2,1,1,,
Elwood,2,h,1210000,2,1,0,92,1890
Elwood,2,u,825000,2,1,2,86,1930
Elwood,3,h,1050000,3,1,0,138,1920
Elwood,2,u,632000,2,1,1,54,1970
Elwood,2,u,582500,2,1,1,,
Elwood,1,u,485000,1,1,1,43,1970
Elwood,2,u,660000,2,2,1,,
Elwood,2,u,575000,2,1,0,57,1950
Elwood,2,u,590000,2,1,1,77,1970
Elwood,3,h,1238000,3,2,1,119,1996
Elwood,2,u,640000,2,1,1,,
Elwood,2,u,510000,2,1,1,62,1950
Elwood,2,u,717000,2,1,1,,1950
Elwood,4,h,1875000,4,2,0,173,1910
Elwood,2,h,1180000,2,1,0,,
Elwood,3,u,780000,3,1,1,100,1960
Elwood,3,h,878500,3,2,1,122,2002
Elwood,3,h,3572000,4,2,6,207,1915
Elwood,2,u,1015000,2,1,2,,2003
Elwood,3,t,940000,3,1,1,,
Elwood,2,u,630000,2,1,1,,1960
Elwood,3,h,1700000,3,2,2,,1910
Elwood,2,u,686000,2,1,1,,1970
Elwood,2,u,560000,2,1,0,70,1930
Elwood,2,u,765000,2,1,0,88,1940
Elwood,2,u,670000,2,2,1,84,1970
Elwood,3,h,1625000,3,2,1,133,1950
Elwood,2,u,1122000,2,2,1,104,1923
Elwood,2,u,559000,2,1,1,,1960
Elwood,1,u,369000,1,1,1,,1970
Elwood,2,u,525500,2,1,1,,
Elwood,4,h,2400000,4,2,2,185,1920
Elwood,2,u,655000,2,1,1,70,1965
Elwood,2,u,684000,2,1,0,98,1930
Elwood,1,u,451000,1,1,1,,1970
Elwood,2,u,500000,2,1,1,63,1970
Elwood,2,u,680000,2,1,1,67,1930
Elwood,2,u,600000,2,1,1,75,1960
Elwood,1,u,370000,1,1,1,51,1960
Elwood,2,u,612000,2,1,1,,
Elwood,3,h,1561000,3,2,0,,
Elwood,1,u,390000,1,1,1,47,1960
Elwood,1,u,313000,1,1,1,,
Elwood,2,u,630000,2,1,1,70,1935
Elwood,3,h,1675000,3,1,1,,
Elwood,1,u,470000,1,1,1,,
Elwood,2,u,640000,2,1,0,80,1940
Elwood,2,u,932000,2,2,1,110,2012
Elwood,2,u,645000,2,1,1,75,1975
Elwood,1,u,347000,1,1,1,37,1970
Elwood,2,u,875000,2,1,1,83,1930
Elwood,2,u,582500,2,1,1,65,1970
Elwood,2,u,570000,2,1,1,50,1940
Elwood,4,h,1875000,3,3,0,211,2005
Elwood,1,u,326000,1,1,1,,
Elwood,1,u,340000,1,1,1,42,1970
Elwood,4,h,2200000,4,3,2,218,1900
Elwood,2,u,687500,2,1,1,69,1930
Elwood,2,u,680000,2,1,1,,1960
Elwood,2,u,730000,2,1,1,85,1940
Elwood,2,u,526000,2,1,0,47,1930
Elwood,3,t,920000,3,2,2,18,2010
Elwood,3,h,1830000,3,2,2,162,1925
Elwood,2,u,572500,2,2,1,,1960
Elwood,3,h,1925000,2,1,1,,1923
Essendon,3,h,1425000,3,2,2,147,1950
Essendon,2,u,660000,2,1,1,113,1980
Essendon,2,u,550000,2,1,1,83,1980
Essendon,3,h,980000,3,1,1,,
Essendon,3,h,1295000,3,1,3,105,1930
Essendon,4,h,1900000,4,1,2,,
Essendon,2,t,595000,2,1,2,89,1990
Essendon,3,h,911000,3,2,2,98,2008
Essendon,4,h,900000,4,2,1,210,1980
Essendon,2,u,645000,2,1,1,76,1980
Essendon,4,h,1965000,4,2,4,,
Essendon,3,u,840000,3,2,1,,
Essendon,2,u,702500,2,1,1,77,2008
Essendon,3,h,960000,3,1,2,106,1950
Essendon,4,h,1670000,4,2,1,183,1920
Essendon,3,h,1100000,3,2,1,257,1890
Essendon,4,h,1800000,3,2,2,215,1910
Essendon,4,t,1250000,3,3,2,267,2015
Essendon,3,h,1365000,3,1,1,,
Essendon,2,h,1130000,2,1,1,100,1950
Essendon,2,u,370000,2,1,3,55,1975
Essendon,3,h,1467000,3,2,2,171,1900
Essendon,2,h,1315000,2,1,0,,
Essendon,3,h,2390000,3,1,1,,
Essendon,3,h,1240000,3,2,2,,
Essendon,2,u,456000,2,1,0,,
Essendon,5,h,2800000,5,4,6,378,2005
Essendon,1,u,325000,1,1,1,,1975
Essendon,2,u,521000,2,1,1,,1970
Essendon,2,u,645000,2,1,1,,
Essendon,4,h,1160000,4,3,2,217,2015
Essendon,2,u,445000,2,1,1,,
Essendon,6,h,2620000,6,4,2,355,1930
Essendon,3,h,1226000,3,1,3,125,1955
Essendon,3,h,825000,3,1,3,,
Essendon,4,h,1402000,4,2,1,193,1940
Essendon,3,h,897000,3,1,2,,2000
Essendon,3,h,1240000,3,1,1,,
Essendon,3,h,1990000,4,2,2,,
Essendon,3,h,855000,3,1,2,116,1950
Essendon,4,h,1775000,3,2,2,,
Essendon,2,u,411000,2,1,1,,
Essendon,4,h,1275000,4,2,2,160,2008
Essendon,5,h,1800000,5,2,2,,
Essendon,4,h,1590000,4,3,1,272,2007
Essendon,2,u,606000,2,1,2,93,1972
Essendon,3,h,1385000,3,2,1,137,1930
Essendon,3,t,650000,3,2,1,129,1985
Essendon,2,u,460000,2,1,1,72,1960
Essendon,3,t,1000000,3,2,1,224,2013
Essendon,3,h,980000,3,1,1,,
Essendon,2,u,520000,2,1,2,73,1975
Essendon,2,u,585000,2,1,1,,
Essendon,4,h,1295000,4,2,2,,
Essendon,3,t,720000,3,1,2,142,1999
Essendon,2,h,732500,2,1,1,,
Essendon,4,h,1635000,4,1,2,227,1900
Essendon,2,u,485000,2,1,1,73,2010
Essendon,3,h,980000,3,1,3,,
Essendon,3,u,840000,3,2,2,,
Essendon,2,h,1001000,2,1,2,,1915
Essendon,3,u,891000,3,2,1,,
Essendon,2,u,800000,2,1,2,,
Essendon,5,h,1575000,5,3,2,454,1988
Essendon,1,u,280000,1,1,1,49,1960
Essendon,4,h,1467000,3,2,1,145,1920
Essendon,3,h,770000,3,1,0,,
Essendon,2,u,446000,2,1,1,,
Essendon,2,h,890000,2,1,1,108,1950
Essendon,2,h,870000,3,1,2,120,1920
Essendon,4,h,1500000,4,2,2,,
Essendon,3,h,1266000,2,1,2,,
Essendon,3,h,1134000,3,1,1,114,1950
Essendon,5,h,1756000,5,2,5,,
Essendon,1,u,320500,1,1,1,52,1970
Essendon,2,u,650000,2,1,1,,1994
Essendon,2,h,1065000,2,1,2,143,1960
Essendon,2,u,667000,2,1,1,,
Essendon,4,h,1610000,4,2,2,250,2010
Essendon,3,h,1695000,3,1,3,,
Essendon,2,h,930000,2,1,2,107,1990
Essendon,4,h,1870000,4,1,1,,
Essendon,2,u,395000,2,1,1,68,1975
Essendon,4,h,1726000,4,2,2,,
Essendon,3,h,1050000,3,1,1,,
Essendon,3,h,1470000,3,1,1,120,2016
Essendon,3,h,801500,3,1,1,,
Essendon,2,u,480000,2,1,1,,2011
Essendon,3,h,1475000,3,1,2,,1910
Essendon,3,t,750000,3,1,1,145,1997
Essendon,2,u,390000,2,1,1,66,1970
Essendon,2,u,453000,2,1,1,,
Essendon,4,u,1170000,4,2,2,180,2013
Essendon,4,h,1600000,4,3,1,218,1930
Essendon,4,h,1535000,4,1,2,227,1900
Essendon,3,h,1400000,3,2,2,,
Essendon,2,u,435000,2,1,1,66,1970
Essendon,2,u,457000,2,1,1,,
Essendon,3,h,1460000,3,2,1,138,1920
Essendon,2,u,736000,2,1,1,106,1940
Essendon,2,u,405000,2,1,1,,1970
Essendon,2,u,450000,2,1,1,65,1970
Essendon,2,u,740000,2,1,1,104,1988
Essendon,2,u,691000,2,1,1,80,1995
Essendon,2,u,370000,2,1,0,,
Essendon,4,h,2355000,4,2,3,273,1920
Essendon,2,h,1255000,2,1,1,,
Essendon,4,h,1560000,4,1,2,,1950
Essendon,3,h,1330000,3,1,4,,
Essendon,3,h,1625000,3,2,1,165,1938
Essendon,3,h,1150000,3,1,0,145,1900
Essendon,3,h,1085000,3,1,1,,
Essendon,6,h,1800000,7,2,2,,
Essendon,2,u,360000,2,1,1,68,1970
Essendon,2,u,645000,2,1,1,88,1994
Essendon,1,u,250000,1,1,1,125,1970
Essendon,3,h,1630000,3,2,2,,
Essendon,3,h,850000,3,2,1,,
Essendon,3,u,872000,3,1,1,135,1970
Essendon,3,t,935000,3,2,2,,
Essendon,2,u,630000,2,1,1,83,1975
Essendon,2,u,440000,2,1,1,77,1970
Essendon,5,h,1811000,5,3,2,284,1930
Essendon,3,h,1500000,3,2,3,190,1930
Essendon,3,h,1290000,3,1,2,,
Essendon,3,h,1045000,3,1,1,,
Essendon,3,h,1290000,3,1,1,132,1960
Essendon,2,h,953000,2,1,1,,
Essendon,3,h,1100000,3,1,2,700,1915
Essendon,3,u,820000,3,1,1,,
Essendon,4,h,1270000,3,2,2,266,1996
Essendon,3,h,1445000,3,2,1,168,1910
Essendon,4,h,1113000,3,1,2,127,1950
Essendon,2,u,370000,2,1,1,59,1960
Essendon,3,h,1505000,3,2,2,,
Essendon,2,t,590000,2,1,1,,1970
Essendon North,2,u,396000,2,1,1,56,1975
Essendon North,3,h,1580000,3,2,2,,
Essendon North,2,u,393000,2,1,1,,1970
Essendon North,1,u,260000,1,1,1,,
Essendon North,3,h,1320000,3,1,1,,
Essendon North,2,u,450000,2,1,1,59,1960
Essendon North,5,h,1360000,5,3,2,196,1930
Essendon North,2,u,340000,2,1,1,65,1960
Essendon North,3,u,765000,3,2,1,134,2002
Essendon North,4,h,1605000,3,2,2,,1940
Essendon North,3,u,712000,3,2,2,104,2009
Essendon North,3,h,1425000,3,2,2,,
Fairfield,3,h,1250000,3,2,0,144,1910
Fairfield,3,h,1350000,3,1,2,110,2000
Fairfield,3,h,1125000,2,1,2,,
Fairfield,3,h,1064000,3,1,1,,1900
Fairfield,2,h,1220000,2,1,2,92,1950
Fairfield,4,h,1160000,4,2,1,145,1890
Fairfield,2,u,505000,2,1,1,70,1970
Fairfield,2,u,602000,2,1,1,77,2013
Fairfield,3,t,846000,3,1,1,107,1990
Fairfield,2,u,400000,2,1,1,68,1970
Fairfield,2,h,610000,2,1,1,,
Fairfield,2,u,445000,2,1,1,56,1970
Fairfield,2,u,730000,2,1,1,,1985
Fairfield,4,h,1730000,4,2,2,226,2007
Fairfield,2,u,438000,2,1,1,,
Fairfield,3,h,1700000,3,2,1,,
Fairfield,2,u,510000,2,1,1,68,1970
Fairfield,1,u,300000,1,1,1,,
Fairfield,3,h,750000,3,2,1,,
Fairfield,3,h,2350000,3,2,4,,1950
Fairfield,3,h,1350000,3,1,4,109,1930
Fairfield,4,h,2000000,4,3,2,280,2015
Fairfield,2,h,1010000,2,1,1,,
Fairfield,3,h,1065000,3,1,2,,1930
Fairfield,2,t,805000,2,1,1,2,2008
Fairfield,3,h,1055000,3,1,2,140,1950
Fairfield,2,u,548000,2,1,1,68,2014
Fairfield,3,h,1500000,3,1,1,126,1910
Fairfield,2,u,600000,2,1,2,75,1970
Fairfield,3,h,1510000,1,1,1,,
Fairfield,2,u,545000,2,1,1,77,2002
Fairfield,3,h,1145000,3,1,3,,
Fairfield,3,h,1375000,3,1,1,122,1910
Fitzroy,2,h,1000000,2,1,0,,
Fitzroy,3,h,1252000,3,2,2,137,2004
Fitzroy,2,u,810000,2,1,2,71,1965
Fitzroy,2,u,692000,2,1,1,,
Fitzroy,4,h,1780000,4,1,1,,1902
Fitzroy,1,h,947500,1,1,0,66,1980
Fitzroy,2,h,1460000,2,1,0,105,1890
Fitzroy,3,t,1520000,3,2,2,,
Fitzroy,2,t,880000,2,2,2,105,2000
Fitzroy,4,h,3310000,4,4,2,291,1854
Fitzroy,3,h,1481000,3,2,1,,1900
Fitzroy,3,h,2200000,3,2,1,,
Fitzroy,3,h,1250000,3,1,1,105,1890
Fitzroy,2,h,1440000,3,1,0,,
Fitzroy,2,h,1315000,2,1,0,,
Fitzroy,4,h,1950000,4,1,0,152,1890
Fitzroy,1,u,597000,1,1,1,,2000
Fitzroy,2,u,650000,2,1,1,,
Fitzroy,1,u,465000,1,1,1,52,2011
Fitzroy,4,h,1620000,3,2,1,165,1880
Fitzroy,3,h,1600000,3,2,1,,
Fitzroy,3,u,850000,3,2,1,115,2000
Fitzroy,2,u,790000,2,1,1,,
Fitzroy,2,h,1122000,2,1,0,101,1890
Fitzroy,2,u,660000,2,2,0,,
Fitzroy,2,h,1300000,2,1,1,110,1900
Fitzroy,1,u,420000,1,1,1,42,1975
Fitzroy,2,u,715000,2,1,1,74,1900
Fitzroy,1,u,458000,1,1,1,62,
Fitzroy,2,h,800000,2,2,1,138,1995
Fitzroy,2,t,710000,2,1,1,90,2002
Fitzroy,2,u,630000,2,1,1,70,2007
Fitzroy,4,h,4011000,4,3,2,275,1890
Fitzroy,2,h,677000,2,1,0,,1850
Fitzroy North,2,u,700000,2,2,1,85,2010
Fitzroy North,2,h,860000,2,1,0,70,1880
Fitzroy North,2,h,870000,2,1,0,64,1910
Fitzroy North,2,h,1116000,3,1,0,,
Fitzroy North,4,h,1450000,4,2,1,175,1950
Fitzroy North,2,t,930000,2,3,0,3558,
Fitzroy North,2,u,700000,2,2,2,,2011
Fitzroy North,3,h,2170000,3,2,1,,
Fitzroy North,1,u,358500,1,1,1,40,1975
Fitzroy North,3,h,1000000,3,1,0,,
Fitzroy North,2,h,770000,2,2,1,151,1905
Fitzroy North,2,h,1008000,2,1,1,77,1890
Fitzroy North,3,t,1015000,3,2,1,145,2000
Fitzroy North,3,h,1371000,2,1,1,128,1900
Fitzroy North,2,t,1054000,2,2,1,,
Fitzroy North,2,h,1055000,2,1,0,,
Fitzroy North,2,u,720000,2,2,1,,2011
Fitzroy North,3,h,1286000,3,1,0,116,1915
Fitzroy North,3,h,1655000,3,1,0,,1900
Fitzroy North,3,h,1181000,2,1,1,,
Fitzroy North,3,t,1600000,3,3,1,129,2000
Fitzroy North,5,h,2875000,5,2,3,,
Fitzroy North,2,h,990000,2,1,0,,
Fitzroy North,4,h,1950000,4,2,2,216,1890
Fitzroy North,4,h,3400000,3,2,1,175,1890
Fitzroy North,4,h,1785000,4,2,1,165,1900
Fitzroy North,2,h,1315000,2,1,0,,
Fitzroy North,2,h,1210000,2,1,1,118,1885
Fitzroy North,3,h,1275000,3,2,1,110,1890
Fitzroy North,3,h,1141000,2,1,1,,
Fitzroy North,2,h,1255000,2,1,0,,
Fitzroy North,3,h,1700000,3,2,1,,
Fitzroy North,2,h,1290000,2,1,0,92,1890
Fitzroy North,2,t,750000,2,2,2,95,2002
Fitzroy North,3,u,674000,3,1,1,,
Fitzroy North,2,u,675000,2,1,2,92,2010
Fitzroy North,4,t,1700000,4,3,2,209,2008
Fitzroy North,2,h,875000,2,1,0,,
Fitzroy North,3,t,1080000,3,2,1,133,2016
Fitzroy North,3,h,1851000,3,1,1,,
Fitzroy North,2,h,1222500,2,1,2,105,1940
Fitzroy North,1,u,330000,1,1,1,,1970
Fitzroy North,2,h,1232000,2,1,0,,
Fitzroy North,1,h,899000,2,1,0,,
Fitzroy North,3,h,2300000,4,1,2,,
Fitzroy North,2,h,937500,2,1,0,72,1890
Fitzroy North,3,h,1710000,3,2,0,,1880
Fitzroy North,3,h,1600000,3,1,0,,
Fitzroy North,3,h,1300000,3,1,1,110,1890
Fitzroy North,4,h,2300000,4,2,1,,
Fitzroy North,2,u,490000,2,1,1,,2012
Fitzroy North,3,h,1300000,3,2,0,135,1890
Fitzroy North,3,h,1300000,3,1,0,,
Fitzroy North,3,h,2150000,3,2,0,307,1898
Fitzroy North,3,t,775000,3,2,2,,
Fitzroy North,3,h,1581000,3,1,0,132,1910
Fitzroy North,2,u,602000,2,1,1,48,1980
Fitzroy North,2,h,650000,2,1,1,75,1980
Fitzroy North,2,h,1283000,2,1,2,,
Fitzroy North,3,h,1450000,3,2,1,103,1905
Fitzroy North,2,h,1325000,2,1,0,,
Flemington,2,h,865500,2,1,1,,
Flemington,2,u,365000,2,1,1,60,1970
Flemington,1,u,380000,1,1,1,,
Flemington,2,u,425000,2,1,1,63,1970
Flemington,1,u,280000,1,1,1,,1970
Flemington,3,h,870000,3,2,0,,
Flemington,2,u,391000,2,1,1,59,1970
Flemington,2,h,715000,2,1,1,,1980
Flemington,3,h,1130000,3,1,0,140,1900
Flemington,3,h,1110000,3,1,1,131,1885
Flemington,2,h,950000,2,1,1,,
Flemington,2,h,918000,2,1,0,78,1900
Flemington,2,h,730000,2,1,1,98,1890
Flemington,2,u,360000,2,1,1,,
Flemington,2,h,855000,2,1,0,85,1930
Flemington,2,h,860000,2,1,0,,
Flemington,3,h,1012000,3,1,1,102,1930
Flemington,3,h,885000,3,1,0,,
Flemington,3,h,1315000,2,1,1,20,
Flemington,4,h,1700000,4,1,1,,
Flemington,3,h,1205000,3,2,2,,
Flemington,2,u,395000,2,1,1,60,1970
Flemington,2,u,476000,2,1,1,,
Flemington,1,h,250000,1,1,1,,
Flemington,2,u,556000,2,2,1,79,2009
Flemington,2,h,845000,2,1,1,,1910
Flemington,1,u,345000,1,1,1,46,1970
Flemington,3,h,1100000,3,2,0,150,1900
Flemington,2,h,957000,2,1,0,,
Flemington,3,h,991000,3,1,4,,1915
Flemington,3,h,850000,4,2,0,,1905
Flemington,1,u,395000,1,1,1,50,1880
Flemington,2,u,350000,2,1,1,,1970
Flemington,3,h,1115000,3,1,1,84,1940
Flemington,2,u,420500,2,1,1,52,1970
Footscray,3,t,585000,3,1,1,,
Footscray,1,u,85000,1,1,0,,2007
Footscray,4,h,1225000,4,2,1,130,1915
Footscray,2,u,431000,2,1,1,,
Footscray,3,h,1003000,3,1,1,98,1900
Footscray,3,h,840000,3,1,0,93,1900
Footscray,3,h,1362000,3,2,0,156,1890
Footscray,4,h,977000,4,2,1,161,2007
Footscray,1,u,216000,1,1,1,50,1970
Footscray,3,h,876000,3,2,2,106,1990
Footscray,1,u,227000,1,1,1,52,1970
Footscray,4,t,841000,4,2,2,160,2000
Footscray,2,u,605000,2,1,3,87,2000
Footscray,2,u,305000,2,1,1,35,2013
Footscray,2,t,480000,2,1,1,75,2010
Footscray,1,u,357000,1,1,0,,1980
Footscray,3,h,910000,3,1,1,118,1940
Footscray,1,u,291000,1,1,1,46,1970
Footscray,2,h,375000,2,1,1,,1968
Footscray,2,h,752000,2,1,0,98,1910
Footscray,3,h,1155000,3,1,3,120,1950
Footscray,3,h,930000,3,1,3,,
Footscray,2,u,490000,2,1,1,,
Footscray,3,h,853000,3,1,1,141,2010
Footscray,4,h,1290000,3,1,2,,
Footscray,3,u,480000,3,1,1,90,1985
Footscray,4,h,775000,2,1,2,87,1890
Footscray,2,h,900000,2,1,0,,1900
Footscray,2,u,281000,2,1,1,65,1980
Footscray,4,h,1300000,4,2,3,190,1950
Footscray,3,t,714000,3,2,2,3,2008
Footscray,3,h,775000,3,2,1,,
Footscray,2,h,950000,2,1,2,92,1940
Footscray,3,u,674000,3,2,1,,
Footscray,3,h,760000,3,1,1,115,1910
Footscray,2,u,420000,2,1,1,75,2010
Footscray,2,t,560000,2,1,1,,
Footscray,2,h,575000,2,1,1,,2000
Footscray,4,h,1100000,3,1,2,,
Footscray,3,h,932000,2,1,1,130,1910
Footscray,3,h,780000,3,1,2,129,1900
Footscray,2,u,295000,2,1,1,69,1960
Footscray,2,u,433000,2,1,1,66,2012
Footscray,2,t,410000,2,2,1,80,2014
Footscray,2,h,1170000,2,1,1,103,1900
Footscray,1,u,375000,1,1,1,50,1920
Footscray,2,u,615000,2,1,3,,1960
Footscray,3,h,747000,3,1,1,120,1940
Footscray,1,u,275000,1,1,1,,1970
Footscray,3,h,1045000,3,2,2,,
Footscray,3,h,775000,3,1,1,99,1920
Footscray,2,u,571000,2,2,1,78,2013
Footscray,2,u,310000,2,1,1,,
Footscray,1,u,305000,1,1,1,70,1965
Footscray,3,h,860500,3,2,2,228,1980
Footscray,3,t,820000,3,2,1,,
Footscray,1,u,210000,1,1,1,,
Footscray,3,h,875000,3,1,0,92,
Footscray,2,u,370000,2,1,1,75,2007
Footscray,2,h,711000,2,1,2,90,1910
Footscray,3,u,665000,3,2,1,,
Footscray,2,h,690500,2,1,1,98,1900
Footscray,2,h,747000,2,1,1,94,1900
Footscray,2,h,858000,2,1,1,93,1915
Footscray,4,t,699000,4,2,2,126,2015
Footscray,2,h,835000,2,1,1,109,1920
Footscray,2,h,661000,2,1,1,83,1970
Footscray,2,h,757500,2,1,0,108,1900
Footscray,1,u,282000,1,1,1,42,1975
Footscray,3,t,699000,3,1,1,113,2000
Footscray,3,h,850000,3,1,0,99,1930
Footscray,2,u,315000,2,1,1,74,1970
Footscray,3,h,740000,3,1,1,94,1910
Footscray,2,u,360000,2,1,1,,
Footscray,3,h,980000,3,2,2,154,2006
Footscray,3,u,561000,3,1,1,,
Footscray,2,u,316000,2,1,1,55,1960
Footscray,2,h,800000,2,1,2,,1940
Footscray,2,h,760000,2,1,0,70,1920
Footscray,3,t,735000,3,2,2,168,2010
Footscray,2,h,823000,2,1,0,,
Footscray,4,h,1225000,4,2,1,130,1915
Footscray,2,u,296000,2,1,1,,
Footscray,3,h,886500,3,1,0,,
Footscray,3,h,767500,3,2,0,98,1930
Footscray,2,u,395000,2,2,1,79,2009
Footscray,4,h,815000,4,2,1,151,1910
Footscray,3,t,757000,3,2,2,102,2011
Footscray,4,h,1450000,4,1,1,160,1910
Footscray,2,h,745000,2,1,1,74,1890
Footscray,2,h,716000,2,1,2,275,2000
Glen Iris,3,h,1735000,3,2,3,170,1935
Glen Iris,2,h,1699000,3,1,2,,
Glen Iris,4,h,3400000,4,3,2,265,1920
Glen Iris,5,h,3730000,4,3,2,353,1925
Glen Iris,4,h,1800000,4,2,2,217,1930
Glen Iris,4,h,1998000,4,2,1,183,2002
Glen Iris,2,u,671000,2,1,1,85,1960
Glen Iris,4,h,3110000,4,2,4,,
Glen Iris,3,h,1780000,3,1,2,,
Glen Iris,3,h,1425000,3,2,2,163,2006
Glen Iris,3,h,1530000,3,1,1,118,1940
Glen Iris,4,h,1900000,4,4,2,323,1985
Glen Iris,2,h,1500000,3,1,2,,
Glen Iris,3,h,1360000,3,2,1,134,1940
Glen Iris,5,h,2175000,5,3,4,327,2003
Glen Iris,4,h,2325000,4,3,2,314,1930
Glen Iris,4,h,2538000,4,2,3,314,2000
Glen Iris,4,h,2300000,4,3,4,254,1941
Glen Iris,2,u,550000,2,1,1,63,1968
Glen Iris,3,h,1600000,3,2,1,134,1940
Glen Iris,3,h,2100000,3,2,2,,
Glen Iris,3,h,2115000,4,2,2,157,1920
Glen Iris,3,h,1700000,3,2,2,188,1951
Glen Iris,4,h,3500000,4,2,2,,
Glen Iris,3,h,1750000,3,2,2,,
Glen Iris,3,h,967500,3,2,1,,
Glen Iris,4,h,2077000,4,2,3,143,1910
Glen Iris,4,h,2850000,4,3,2,305,1935
Glen Iris,2,u,411000,2,1,1,65,1970
Glen Iris,3,h,1222000,3,1,1,,
Glen Iris,4,h,1550000,3,2,2,,
Glen Iris,3,h,1660000,3,1,2,,1930
Glen Iris,6,h,2250000,5,3,2,,1940
Glen Iris,3,u,1162000,2,2,2,,
Glen Iris,4,h,2020000,4,2,2,351,2009
Glen Iris,2,h,845000,2,0,0,,
Glen Iris,3,h,1510000,3,2,2,,
Glen Iris,4,h,2010000,4,2,2,212,1930
Glen Iris,4,h,2975000,4,3,4,30,1930
Glen Iris,2,u,585000,2,1,1,,
Glen Iris,3,h,1275000,3,2,2,,
Glen Iris,1,u,452000,1,1,1,52,1980
Glen Iris,3,t,1625000,3,2,2,,
Glen Iris,4,h,1800000,4,3,2,,
Glen Iris,3,h,1820000,3,1,3,136,1930
Glen Iris,1,u,291000,1,1,1,38,1982
Glen Iris,2,u,710000,2,1,2,,
Glen Iris,4,h,2376000,4,2,2,230,1925
Glen Iris,2,h,1020000,2,1,0,,1910
Glen Iris,3,h,1456000,3,1,2,142,1920
Glen Iris,3,h,1875000,3,2,3,,
Glen Iris,3,h,1430000,3,3,2,255,
Glen Iris,6,h,2300000,6,2,2,,
Glen Iris,1,t,345000,1,1,1,44,1970
Glen Iris,5,h,2000000,5,3,1,248,1920
Glen Iris,4,h,1550000,4,0,0,,
Glen Iris,3,h,1625000,4,2,4,,1980
Glen Iris,2,u,480000,2,1,1,,
Glen Iris,2,t,585000,2,1,1,84,1960
Glen Iris,5,h,1960000,5,3,2,,1940
Glen Iris,4,h,1700000,4,3,1,266,1946
Glen Iris,2,u,680000,2,1,1,,
